Fazendo testes para tamanho parteA

Fazendo testes para tamanho 1000000

Threads: 1
Tempo (s),OPs/s
0.034316,2914083.465237
0.034949,2861312.443387
0.034647,2886291.348541
0.034634,2887301.463377
0.035343,2829453.741982
0.035057,2852531.698901
0.035057,2852464.245288
0.035422,2823107.951639

Threads: 5
Tempo (s),OPs/s
0.035844,2789881.601610
0.035209,2840199.041149
0.034105,2932099.552755
0.034626,2887999.981748
0.034674,2884027.680782
0.034424,2904924.128175
0.035339,2829709.951051
0.035380,2826452.588886
0.035456,2820421.055583
0.034684,2883143.373588

Threads: 6
Tempo (s),OPs/s
0.037317,2679745.037266
0.035338,2829792.187985
0.035530,2814502.342510
0.040291,2481968.375652
0.035505,2816501.941204
0.034965,2860024.208961
0.034578,2891971.280412
0.036020,2776218.160109
0.035438,2821838.672266
0.039072,2559403.695794

Threads: 7
Tempo (s),OPs/s
0.035645,2805466.799938
0.034594,2890668.500044
0.039682,2520044.814461
0.034310,2914624.923331
0.034525,2896452.433749
0.034326,2913259.815668
0.035237,2837892.540134
0.035857,2788836.055010
0.034749,2877814.527789
0.034717,2880397.872815

Threads: 8
Tempo (s),OPs/s
0.037526,2664840.433752
0.035020,2855519.453540
0.036501,2739674.386412
0.035087,2850057.613915
0.034337,2912339.003716
0.033993,2941778.064202
0.035394,2825366.285430
0.035719,2799643.224666
0.034897,2865586.594603
0.034904,2864975.536547

Fazendo testes para tamanho 8000000

Threads: 1
Tempo (s),OPs/s
0.042058,2377689.907341
0.043679,2289422.155343
0.042350,2361273.304351
0.051314,1948781.311094
0.042073,2376828.357388
0.042205,2369409.576542
0.047460,2107040.080243
0.042588,2348055.398047
0.050349,1986120.907652
0.042621,2346253.635931

Threads: 2
Tempo (s),OPs/s
0.042814,2335706.138271
0.043258,2311736.886985
0.042701,2341861.745897
0.041840,2390074.727120
0.043699,2288359.681812
0.044963,2224050.836820
0.042673,2343426.204407
0.044700,2237154.983162
0.042202,2369579.190697
0.043054,2322642.981902

Threads: 3
Tempo (s),OPs/s
0.043657,2290603.664315
0.042931,2329345.726384
0.042026,2379494.883681
0.042577,2348662.135111
0.042200,2369665.775704
0.047402,2109633.563612
0.042852,2333601.985373
0.042546,2350406.884812
0.043728,2286844.326571
0.042309,2363539.454221

Threads: 4
Tempo (s),OPs/s
0.042496,2353179.207469
0.042839,2334323.981526
0.051033,1959533.823768
0.042704,2341712.143302
0.042237,2367613.472137
0.042068,2377106.901160
0.044022,2271565.831443
0.041434,2413469.049456
0.041895,2386916.432647
0.043393,2304532.545392

Threads: 5
Tempo (s),OPs/s
0.041717,2397100.563043
0.042633,2345603.191446
0.042342,2361737.397946
0.042630,2345755.657740
0.042047,2378264.432516
0.041987,2381690.648346
0.043532,2297153.005046
0.045322,2206448.274476
0.043013,2324899.226662
0.041748,2395330.982524

Threads: 6
Tempo (s),OPs/s
0.042953,2328134.655211
0.042147,2372625.088294
0.041911,2385986.471552
0.042304,2363829.363857
0.054431,1837190.290824
0.041869,2388377.961768
0.042041,2378646.509699
0.043086,2320929.443118
0.042652,2344537.691398
0.042344,2361588.256898

Threads: 7
Tempo (s),OPs/s
0.042459,2355200.062705
0.043150,2317500.379317
0.042176,2371035.018907
0.044408,2251856.706521
0.042668,2343689.833088
0.042309,2363552.638007
0.042608,2346956.988375
0.044290,2257836.328993
0.042936,2329029.984631
0.041832,2390493.809326

Threads: 8
Tempo (s),OPs/s
0.043017,2324664.990785
0.042747,2339366.520601
0.042375,2359870.867866
0.042250,2366859.871860
0.054053,1850048.465720
0.043215,2313992.169173
0.042157,2372093.177718
0.042530,2351286.700499
0.042300,2364062.393469
0.047977,2084342.068047

Fazendo testes para tamanho 16000000

Threads: 1
Tempo (s),OPs/s
0.049154,2034442.128707
0.050546,1978399.908930
0.050579,1977100.510135
0.051295,1949503.796698
0.051150,1955036.277067
0.055461,1803072.139221
0.053696,1862329.871510
0.048634,2056193.971799
0.050360,1985685.313715
0.069252,1444004.494782

Threads: 2
Tempo (s),OPs/s
0.050485,1980789.746418
0.057420,1741542.304292
0.049972,2001138.287481
0.052070,1920474.679886
0.052109,1919040.479760
0.050741,1970775.760404
0.059476,1681362.899315
0.051860,1928266.853313
0.048932,2043657.510958
0.057239,1747073.176352

Threads: 3
Tempo (s),OPs/s
0.052524,1903875.967812
0.050831,1967290.838868
0.049033,2039460.667890
0.051140,1955404.115156
0.049748,2010120.959029
0.049835,2006628.858301
0.049169,2033793.554375
0.060141,1662760.952041
0.049027,2039677.853280
0.050029,1998841.791113

Threads: 4
Tempo (s),OPs/s
0.049153,2034468.080284
0.050539,1978679.373587
0.049939,2002440.935451
0.051375,1946463.760018
0.051007,1960526.485272
0.052457,1906330.288079
0.049336,2026912.287357
0.050275,1989053.601534
0.052199,1915744.191138
0.049305,2028207.663153

Threads: 5
Tempo (s),OPs/s
0.049996,2000177.095680
0.051503,1941650.980392
0.051287,1949807.319066
0.050778,1969367.822688
0.051501,1941696.749374
0.050856,1966318.072555
0.050970,1961944.014986
0.051184,1953746.535617
0.051654,1935967.750494
0.050605,1976107.828774

Threads: 6
Tempo (s),OPs/s
0.050084,1996642.485929
0.050471,1981349.007019
0.049158,2034249.809660
0.050415,1983521.537791
0.050691,1972752.188946
0.050795,1968702.744982
0.050561,1977825.177896
0.054718,1827543.526193
0.052904,1890212.989389
0.050924,1963702.606823

Threads: 7
Tempo (s),OPs/s
0.049837,2006542.210485
0.051028,1959727.444243
0.052528,1903764.513468
0.056917,1756935.771892
0.056905,1757319.764013
0.051000,1960795.809372
0.050408,1983800.916532
0.055580,1799221.361767
0.049603,2016024.938712
0.050502,1980106.778050

Threads: 8
Tempo (s),OPs/s
0.051408,1945219.354995
0.049758,2009733.662659
0.049472,2021332.823203
0.049694,2012317.111314
0.050576,1977208.441486
0.051333,1948050.670434
0.059625,1677145.837239
0.049568,2017449.363383
0.051208,1952809.117869
0.051322,1948469.186158
